,delay,bias
0,23.40172786177106,0.9
1,28.40172786177106,0.9
2,61.401727861771064,0.9
3,46.401727861771064,0.9
4,35.401727861771064,0.9
5,33.401727861771064,0.9
6,25.40172786177106,0.9
7,24.40172786177106,0.9
8,21.40172786177106,0.9
9,56.401727861771064,0.9
10,32.401727861771064,0.9
11,33.401727861771064,0.9
12,78.40172786177106,0.9
13,76.40172786177106,0.9
14,75.40172786177106,0.9
15,52.401727861771064,0.9
16,52.401727861771064,0.9
17,51.401727861771064,0.9
18,48.401727861771064,0.9
19,87.40172786177106,0.9
20,73.40172786177106,0.9
21,67.40172786177106,0.9
22,66.40172786177106,0.9
23,51.401727861771064,0.9
24,45.401727861771064,0.9
25,41.401727861771064,0.9
26,37.401727861771064,0.9
27,23.40172786177106,0.9
28,22.40172786177106,0.9
29,25.40172786177106,0.9
30,26.40172786177106,0.9
31,71.40172786177106,0.9
32,68.40172786177106,0.9
33,61.401727861771064,0.9
34,61.401727861771064,0.9
35,61.401727861771064,0.9
36,60.401727861771064,0.9
37,60.401727861771064,0.9
38,60.401727861771064,0.9
39,56.401727861771064,0.9
40,44.401727861771064,0.9
41,32.401727861771064,0.9
42,29.40172786177106,0.9
43,31.40172786177106,0.9
44,28.40172786177106,0.9
45,25.40172786177106,0.9
46,106.40172786177106,0.9
47,103.40172786177106,0.9
48,103.40172786177106,0.9
49,97.40172786177106,0.9
50,97.40172786177106,0.9
51,97.40172786177106,0.9
52,85.40172786177106,0.9
53,65.40172786177106,0.9
54,57.401727861771064,0.9
55,53.401727861771064,0.9
56,52.401727861771064,0.9
57,43.401727861771064,0.9
58,37.401727861771064,0.9
59,37.401727861771064,0.9
60,37.401727861771064,0.9
61,25.40172786177106,0.9
62,71.40172786177106,0.9
63,63.401727861771064,0.9
64,64.40172786177106,0.9
65,65.40172786177106,0.9
66,58.401727861771064,0.9
67,57.401727861771064,0.9
68,48.401727861771064,0.9
69,86.40172786177106,0.9
70,83.40172786177106,0.9
71,83.40172786177106,0.9
72,84.40172786177106,0.9
73,82.40172786177106,0.9
74,76.40172786177106,0.9
75,74.40172786177106,0.9
76,74.40172786177106,0.9
77,73.40172786177106,0.9
78,73.40172786177106,0.9
79,70.40172786177106,0.9
80,69.40172786177106,0.9
81,64.40172786177106,0.9
82,65.40172786177106,0.9
83,64.40172786177106,0.9
84,68.40172786177106,0.9
85,57.401727861771064,0.9
86,57.401727861771064,0.9
87,53.401727861771064,0.9
88,52.401727861771064,0.9
89,35.401727861771064,0.9
90,33.401727861771064,0.9
91,30.40172786177106,0.9
92,24.40172786177106,0.9
93,27.40172786177106,0.9
94,26.40172786177106,0.9
95,26.40172786177106,0.9
96,25.40172786177106,0.9
97,30.40172786177106,0.9
98,28.40172786177106,0.9
99,27.40172786177106,0.9
100,25.40172786177106,0.9
101,28.40172786177106,0.9
102,28.40172786177106,0.9
103,27.40172786177106,0.9
104,87.40172786177106,0.9
105,83.40172786177106,0.9
106,83.40172786177106,0.9
107,85.40172786177106,0.9
108,68.40172786177106,0.9
109,69.40172786177106,0.9
110,68.40172786177106,0.9
111,59.401727861771064,0.9
112,50.401727861771064,0.9
113,51.401727861771064,0.9
114,50.401727861771064,0.9
115,47.401727861771064,0.9
116,48.401727861771064,0.9
117,41.401727861771064,0.9
118,33.401727861771064,0.9
119,32.401727861771064,0.9
120,33.401727861771064,0.9
121,31.40172786177106,0.9
122,29.40172786177106,0.9
123,54.401727861771064,0.9
124,53.401727861771064,0.9
125,54.401727861771064,0.9
126,55.401727861771064,0.9
127,48.401727861771064,0.9
128,51.401727861771064,0.9
129,48.401727861771064,0.9
130,48.401727861771064,0.9
131,48.401727861771064,0.9
132,47.401727861771064,0.9
133,52.401727861771064,0.9
134,48.401727861771064,0.9
135,47.401727861771064,0.9
136,46.401727861771064,0.9
137,44.401727861771064,0.9
138,43.401727861771064,0.9
139,42.401727861771064,0.9
140,42.401727861771064,0.9
141,44.401727861771064,0.9
142,41.401727861771064,0.9
143,45.401727861771064,0.9
144,23.40172786177106,0.9
145,26.40172786177106,0.9
146,20.40172786177106,0.9
147,80.40172786177106,0.9
148,79.40172786177106,0.9
149,81.40172786177106,0.9
150,77.40172786177106,0.9
151,71.40172786177106,0.9
152,64.40172786177106,0.9
153,63.401727861771064,0.9
154,60.401727861771064,0.9
155,54.401727861771064,0.9
156,54.401727861771064,0.9
157,52.401727861771064,0.9
158,54.401727861771064,0.9
159,51.401727861771064,0.9
160,40.401727861771064,0.9
161,40.401727861771064,0.9
162,37.401727861771064,0.9
163,37.401727861771064,0.9
164,38.401727861771064,0.9
165,37.401727861771064,0.9
166,37.401727861771064,0.9
167,36.401727861771064,0.9
168,35.401727861771064,0.9
169,35.401727861771064,0.9
170,37.401727861771064,0.9
171,31.40172786177106,0.9
172,39.401727861771064,0.9
173,31.40172786177106,0.9
174,28.40172786177106,0.9
175,63.401727861771064,0.9
176,54.401727861771064,0.9
177,54.401727861771064,0.9
178,49.401727861771064,0.9
179,42.401727861771064,0.9
180,39.401727861771064,0.9
181,26.40172786177106,0.9
182,62.401727861771064,0.9
183,51.401727861771064,0.9
184,48.401727861771064,0.9
185,47.401727861771064,0.9
186,44.401727861771064,0.9
187,43.401727861771064,0.9
188,37.401727861771064,0.9
189,35.401727861771064,0.9
190,69.40172786177106,0.9
191,65.40172786177106,0.9
192,51.401727861771064,0.9
193,51.401727861771064,0.9
