,delay,bias
0,389.40172786177106,0.5
1,332.40172786177106,0.5
2,315.40172786177106,0.5
3,290.40172786177106,0.5
4,266.40172786177106,0.5
5,211.40172786177106,0.5
6,209.40172786177106,0.5
7,186.40172786177106,0.5
8,159.40172786177106,0.5
9,154.40172786177106,0.5
10,151.40172786177106,0.5
11,126.40172786177106,0.5
12,92.40172786177106,0.5
13,91.40172786177106,0.5
14,81.40172786177106,0.5
15,53.401727861771064,0.5
16,52.401727861771064,0.5
17,28.40172786177106,0.5
18,25.40172786177106,0.5
19,138.40172786177106,0.5
20,138.40172786177106,0.5
21,136.40172786177106,0.5
22,140.40172786177106,0.5
23,120.40172786177106,0.5
24,111.40172786177106,0.5
25,108.40172786177106,0.5
26,110.40172786177106,0.5
27,109.40172786177106,0.5
28,81.40172786177106,0.5
29,78.40172786177106,0.5
30,81.40172786177106,0.5
31,80.40172786177106,0.5
32,73.40172786177106,0.5
33,72.40172786177106,0.5
34,69.40172786177106,0.5
35,55.401727861771064,0.5
36,41.401727861771064,0.5
37,41.401727861771064,0.5
38,34.401727861771064,0.5
39,31.40172786177106,0.5
40,24.40172786177106,0.5
41,23.40172786177106,0.5
42,23.40172786177106,0.5
43,21.40172786177106,0.5
44,147.40172786177106,0.5
45,147.40172786177106,0.5
46,144.40172786177106,0.5
47,144.40172786177106,0.5
48,140.40172786177106,0.5
49,138.40172786177106,0.5
50,137.40172786177106,0.5
51,121.40172786177106,0.5
52,121.40172786177106,0.5
53,119.40172786177106,0.5
54,111.40172786177106,0.5
55,68.40172786177106,0.5
56,67.40172786177106,0.5
57,52.401727861771064,0.5
58,55.401727861771064,0.5
59,48.401727861771064,0.5
60,48.401727861771064,0.5
61,28.40172786177106,0.5
62,29.40172786177106,0.5
63,31.40172786177106,0.5
64,122.40172786177106,0.5
65,122.40172786177106,0.5
66,112.40172786177106,0.5
67,106.40172786177106,0.5
68,105.40172786177106,0.5
69,105.40172786177106,0.5
70,101.40172786177106,0.5
71,102.40172786177106,0.5
72,82.40172786177106,0.5
73,81.40172786177106,0.5
74,71.40172786177106,0.5
75,63.401727861771064,0.5
76,45.401727861771064,0.5
77,41.401727861771064,0.5
78,138.40172786177106,0.5
79,140.40172786177106,0.5
80,132.40172786177106,0.5
81,122.40172786177106,0.5
82,121.40172786177106,0.5
83,119.40172786177106,0.5
84,119.40172786177106,0.5
85,118.40172786177106,0.5
86,118.40172786177106,0.5
87,114.40172786177106,0.5
88,117.40172786177106,0.5
89,106.40172786177106,0.5
90,105.40172786177106,0.5
91,102.40172786177106,0.5
92,91.40172786177106,0.5
93,83.40172786177106,0.5
94,75.40172786177106,0.5
95,63.401727861771064,0.5
96,59.401727861771064,0.5
97,25.40172786177106,0.5
98,23.40172786177106,0.5
99,25.40172786177106,0.5
100,26.40172786177106,0.5
101,181.40172786177106,0.5
102,182.40172786177106,0.5
103,149.40172786177106,0.5
104,117.40172786177106,0.5
105,89.40172786177106,0.5
106,88.40172786177106,0.5
107,88.40172786177106,0.5
108,77.40172786177106,0.5
109,73.40172786177106,0.5
110,66.40172786177106,0.5
111,45.401727861771064,0.5
112,26.40172786177106,0.5
