,delay,bias
0,23.40172786177106,0.75
1,28.40172786177106,0.75
2,24.40172786177106,0.75
3,35.401727861771064,0.75
4,31.40172786177106,0.75
5,33.401727861771064,0.75
6,26.40172786177106,0.75
7,24.40172786177106,0.75
8,21.40172786177106,0.75
9,26.40172786177106,0.75
10,32.401727861771064,0.75
11,27.40172786177106,0.75
12,31.40172786177106,0.75
13,35.401727861771064,0.75
14,32.401727861771064,0.75
15,31.40172786177106,0.75
16,31.40172786177106,0.75
17,29.40172786177106,0.75
18,20.40172786177106,0.75
19,27.40172786177106,0.75
20,26.40172786177106,0.75
21,30.40172786177106,0.75
22,25.40172786177106,0.75
23,26.40172786177106,0.75
24,32.401727861771064,0.75
25,20.40172786177106,0.75
26,22.40172786177106,0.75
27,26.40172786177106,0.75
28,21.40172786177106,0.75
29,31.40172786177106,0.75
30,30.40172786177106,0.75
31,29.40172786177106,0.75
32,28.40172786177106,0.75
33,28.40172786177106,0.75
34,28.40172786177106,0.75
35,28.40172786177106,0.75
36,25.40172786177106,0.75
37,27.40172786177106,0.75
38,25.40172786177106,0.75
39,25.40172786177106,0.75
40,31.40172786177106,0.75
41,28.40172786177106,0.75
42,25.40172786177106,0.75
43,23.40172786177106,0.75
44,28.40172786177106,0.75
45,25.40172786177106,0.75
46,25.40172786177106,0.75
47,28.40172786177106,0.75
48,29.40172786177106,0.75
49,26.40172786177106,0.75
50,22.40172786177106,0.75
51,122.40172786177106,0.75
52,118.40172786177106,0.75
53,119.40172786177106,0.75
54,106.40172786177106,0.75
55,112.40172786177106,0.75
56,105.40172786177106,0.75
57,106.40172786177106,0.75
58,97.40172786177106,0.75
59,97.40172786177106,0.75
60,85.40172786177106,0.75
61,88.40172786177106,0.75
62,86.40172786177106,0.75
63,84.40172786177106,0.75
64,74.40172786177106,0.75
65,72.40172786177106,0.75
66,71.40172786177106,0.75
67,71.40172786177106,0.75
68,68.40172786177106,0.75
69,67.40172786177106,0.75
70,64.40172786177106,0.75
71,64.40172786177106,0.75
72,63.401727861771064,0.75
73,65.40172786177106,0.75
74,47.401727861771064,0.75
75,46.401727861771064,0.75
