,delay,bias
0,51.401727861771064,0.75
1,89.40172786177106,0.75
2,65.40172786177106,0.75
3,95.40172786177106,0.75
4,116.40172786177106,0.75
5,114.40172786177106,0.75
6,90.40172786177106,0.75
7,86.40172786177106,0.75
8,29.40172786177106,0.75
9,27.40172786177106,0.75
10,24.40172786177106,0.75
11,116.40172786177106,0.75
12,96.40172786177106,0.75
13,88.40172786177106,0.75
14,85.40172786177106,0.75
15,84.40172786177106,0.75
16,55.401727861771064,0.75
17,56.401727861771064,0.75
18,127.40172786177106,0.75
19,93.40172786177106,0.75
20,93.40172786177106,0.75
21,82.40172786177106,0.75
22,75.40172786177106,0.75
23,71.40172786177106,0.75
24,55.401727861771064,0.75
25,29.40172786177106,0.75
26,89.40172786177106,0.75
27,88.40172786177106,0.75
28,31.40172786177106,0.75
29,110.40172786177106,0.75
30,103.40172786177106,0.75
31,68.40172786177106,0.75
32,69.40172786177106,0.75
33,69.40172786177106,0.75
34,56.401727861771064,0.75
35,24.40172786177106,0.75
36,112.40172786177106,0.75
37,93.40172786177106,0.75
38,91.40172786177106,0.75
39,72.40172786177106,0.75
40,54.401727861771064,0.75
41,43.401727861771064,0.75
42,109.40172786177106,0.75
43,104.40172786177106,0.75
44,105.40172786177106,0.75
45,104.40172786177106,0.75
46,98.40172786177106,0.75
47,88.40172786177106,0.75
48,83.40172786177106,0.75
49,158.40172786177106,0.75
50,151.40172786177106,0.75
51,129.40172786177106,0.75
52,61.401727861771064,0.75
53,45.401727861771064,0.75
54,27.40172786177106,0.75
55,103.40172786177106,0.75
56,74.40172786177106,0.75
57,25.40172786177106,0.75
58,84.40172786177106,0.75
59,73.40172786177106,0.75
60,55.401727861771064,0.75
61,104.40172786177106,0.75
62,63.401727861771064,0.75
63,83.40172786177106,0.75
64,77.40172786177106,0.75
65,57.401727861771064,0.75
66,55.401727861771064,0.75
67,39.401727861771064,0.75
68,38.401727861771064,0.75
69,110.40172786177106,0.75
70,109.40172786177106,0.75
71,111.40172786177106,0.75
72,109.40172786177106,0.75
73,99.40172786177106,0.75
74,72.40172786177106,0.75
75,81.40172786177106,0.75
76,97.40172786177106,0.75
77,52.401727861771064,0.75
78,29.40172786177106,0.75
79,84.40172786177106,0.75
80,89.40172786177106,0.75
81,91.40172786177106,0.75
82,107.40172786177106,0.75
83,21.40172786177106,0.75
84,64.40172786177106,0.75
85,100.40172786177106,0.75
86,39.401727861771064,0.75
87,25.40172786177106,0.75
88,22.40172786177106,0.75
89,33.401727861771064,0.75
90,40.401727861771064,0.75
91,36.401727861771064,0.75
92,97.40172786177106,0.75
93,66.40172786177106,0.75
94,69.40172786177106,0.75
95,55.401727861771064,0.75
96,55.401727861771064,0.75
97,53.401727861771064,0.75
98,37.401727861771064,0.75
99,105.40172786177106,0.75
100,100.40172786177106,0.75
101,90.40172786177106,0.75
102,53.401727861771064,0.75
103,100.40172786177106,0.75
104,98.40172786177106,0.75
105,75.40172786177106,0.75
106,51.401727861771064,0.75
107,51.401727861771064,0.75
108,49.401727861771064,0.75
109,38.401727861771064,0.75
110,106.40172786177106,0.75
111,106.40172786177106,0.75
112,61.401727861771064,0.75
113,55.401727861771064,0.75
114,48.401727861771064,0.75
115,73.40172786177106,0.75
116,67.40172786177106,0.75
117,62.401727861771064,0.75
118,69.40172786177106,0.75
119,40.401727861771064,0.75
120,32.401727861771064,0.75
121,112.40172786177106,0.75
122,94.40172786177106,0.75
123,83.40172786177106,0.75
124,62.401727861771064,0.75
125,55.401727861771064,0.75
126,38.401727861771064,0.75
127,29.40172786177106,0.75
128,105.40172786177106,0.75
129,33.401727861771064,0.75
130,30.40172786177106,0.75
131,29.40172786177106,0.75
132,28.40172786177106,0.75
133,102.40172786177106,0.75
134,96.40172786177106,0.75
135,41.401727861771064,0.75
136,34.401727861771064,0.75
137,91.40172786177106,0.75
138,57.401727861771064,0.75
139,105.40172786177106,0.75
140,108.40172786177106,0.75
141,100.40172786177106,0.75
142,69.40172786177106,0.75
143,106.40172786177106,0.75
144,87.40172786177106,0.75
145,91.40172786177106,0.75
146,75.40172786177106,0.75
147,35.401727861771064,0.75
148,35.401727861771064,0.75
149,87.40172786177106,0.75
150,31.40172786177106,0.75
151,26.40172786177106,0.75
152,73.40172786177106,0.75
153,68.40172786177106,0.75
154,33.401727861771064,0.75
155,30.40172786177106,0.75
156,46.401727861771064,0.75
157,43.401727861771064,0.75
158,105.40172786177106,0.75
159,80.40172786177106,0.75
